Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AbstractRenditionDispatcherImpl,cleanURI,Long Statement,The length of the statement "oldURI.getQueryParams().stream().filter(nvp -> !QUERY_PARAM_SUGGESTED_EXTENSION.equals(nvp.getName())).forEach(nvp -> newURI.addParameter(nvp.getName()`nvp.getValue()));" is 169.,87
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AssetDeliveryRenditionDispatcherImpl,dispatch,Long Statement,The length of the statement "log.debug("Serving Asset Delivery redirect rendition [ {} ] for resolved rendition name [ {} ]"`renditionRedirect`parameters.getRenditionName());" is 145.,149
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AssetDeliveryRenditionDispatcherImpl,getRendition,Long Statement,The length of the statement "final String renditionRedirect=getDeliveryURL(evaluateExpression(parameters.getAsset()`expression)`parameters.getAsset());" is 122.,182
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AssetDeliveryRenditionDispatcherImpl,getRendition,Long Statement,The length of the statement "String extension=StringUtils.defaultIfBlank(params.stream().filter(p -> p.getName().equals(PN_FORMAT)).findFirst().map(NameValuePair::getValue).orElse(null)`DEFAULT_FORMAT);" is 173.,182
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AssetDeliveryRenditionDispatcherImpl,getRendition,Long Statement,The length of the statement "log.debug("Downloading Asset Delivery rendition [ {} ] for resolved rendition name [ {} ]"`renditionRedirect`parameters.getRenditionName());" is 140.,182
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionDispatchersImplTest,getAssetRenditionDispatchers,Long Statement,The length of the statement "ctx.registerService(AssetRenditionDispatcher.class`three`Constants.SERVICE_RANKING`80`"rendition.mappings"`new String[]{"foo=bar"`"test-rendition=im real"});" is 157.,35
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionDispatchersImplTest,getAssetRenditionDispatchers,Magic Number,The method contains a magic number: 90,35
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionDispatchersImplTest,getAssetRenditionDispatchers,Magic Number,The method contains a magic number: 100,35
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionDispatchersImplTest,getAssetRenditionDispatchers,Magic Number,The method contains a magic number: 80,35
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionDispatchersImplTest,getAssetRenditionDispatchers,Magic Number,The method contains a magic number: 3,35
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionDispatchersImplTest,getAssetRenditionDispatchers,Magic Number,The method contains a magic number: 2,35
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionDispatchersImplTest,isValidAssetRenditionName,Long Statement,The length of the statement "ctx.registerInjectActivateService(one`Constants.SERVICE_RANKING`80`"rendition.mappings"`new String[]{"test-rendition=im real"});" is 128.,55
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionDispatchersImplTest,isValidAssetRenditionName,Magic Number,The method contains a magic number: 80,55
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionsImplTest,setUp,Long Statement,The length of the statement "doReturn(DamUtil.resolveToAsset(ctx.resourceResolver().getResource("/content/dam/test.png"))).when(assetResolver).resolveAsset(ctx.request());" is 142.,59
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionsImplTest,evaluateExpression,Long Statement,The length of the statement "final String expression="${asset.path}.test-selector.${asset.extension}?filename=${asset.name}&rendition=${rendition.name}";" is 124.,123
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionsImplTest,evaluateExpression_ForDynamicMediaVariables,Long Statement,The length of the statement "final String expression="${dm.domain}is/image/${dm.file}?folder=${dm.folder}&name=${dm.name}&id=${dm.id}&api=${dm.api-server}";" is 127.,139
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionsImplTest,evaluateExpression_ForDynamicMediaVariables,Long Statement,The length of the statement "final String expected="http://test.scene7.com/is/image/testing/test_1?folder=testing&name=test_1&id=x|1234&api=https://test.api.scene7.com";" is 140.,139
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServletTest,setUp,Long Statement,The length of the statement "ctx.load().binaryFile(getClass().getResourceAsStream("AssetRenditionServletTest__original.png")`"/content/dam/test.png/jcr:content/renditions/original");" is 153.,69
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServletTest,setUp,Long Statement,The length of the statement "ctx.load().binaryFile(getClass().getResourceAsStream("AssetRenditionServletTest__cq5dam.web.1280.1280.png")`"/content/dam/test.png/jcr:content/renditions/cq5dam.web.1280.1280.png");" is 181.,69
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServletTest,doGet,Long Statement,The length of the statement "final byte[] expectedOutputStream=IOUtils.toByteArray(this.getClass().getResourceAsStream("AssetRenditionServletTest__cq5dam.web.1280.1280.png"));" is 146.,104
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServletTest,doGet,Long Statement,The length of the statement "ctx.registerInjectActivateService(new StaticRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"testing1=value doesnt matter"}).build());" is 188.,104
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServletTest,doGet,Long Statement,The length of the statement "ctx.registerInjectActivateService(assetRenditionDispatcher`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"original=original"`"testing2=^cq5dam\\.web\\..*"}).build());" is 196.,104
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServletTest,doGet_InvalidParameters,Long Statement,The length of the statement "ctx.registerInjectActivateService(assetRenditionDispatcher`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"testing=value doesnt matter"}).build());" is 176.,143
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServletTest,doGet_InvalidParameters,Magic Number,The method contains a magic number: 400,143
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServlet,doGet,Complex Method,Cyclomatic complexity of the method is 8,90
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServlet,doGet,Long Statement,The length of the statement "final AssetModel assetModel=modelFactory.getModelFromWrappedRequest(request`request.getResourceResolver().getResource(parameters.getAsset().getPath())`AssetModel.class);" is 169.,90
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServlet,doGet,Long Statement,The length of the statement "response.sendError(HttpServletResponse.SC_BAD_REQUEST`"Asset [ " + parameters.getAsset().getPath() + " ] cannot be resolved.");" is 127.,90
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServlet,doGet,Long Statement,The length of the statement "log.debug("Looking for first accepting AssetRenditionDispatcher from ordered list of [ {} ] to dispatch asset [ {} ]"`assetRenditionDispatchers.getAssetRenditionDispatchers().stream().map(AssetRenditionDispatcher::getName).collect(Collectors.joining("` "))`assetModel.getPath());" is 279.,90
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServlet,doGet,Long Statement,The length of the statement "for ( final AssetRenditionDispatcher assetRenditionDispatcher : assetRenditionDispatchers.getAssetRenditionDispatchers()) {" is 123.,90
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServlet,doGet,Long Statement,The length of the statement "log.debug("Asset Rendition Dispatcher [ {} ] accepted for asset [ {} ]"`assetRenditionDispatcher.getName()`assetModel.getPath());" is 129.,90
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServlet,doGet,Long Statement,The length of the statement "log.debug("Asset Rendition Dispatcher [ {} ] rejected for asset [ {} ]"`assetRenditionDispatcher.getName()`assetModel.getPath());" is 129.,90
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServlet,doGet,Long Statement,The length of the statement "response.sendError(HttpServletResponse.SC_NOT_FOUND`"Unable to resolve an AssetRenditionDispatcher that can dispatch to a rendition.");" is 135.,90
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServlet,acceptedByAssetRenditionDispatcher,Complex Conditional,The conditional expression assetRenditionDispatcher.getRenditionNames() == null || assetRenditionDispatchers == null || StringUtils.isBlank(parameters.getRenditionName()) is complex.,141
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServlet,acceptedByAssetRenditionDispatcher,Long Statement,The length of the statement "if (assetRenditionDispatcher.getRenditionNames() == null || assetRenditionDispatchers == null || StringUtils.isBlank(parameters.getRenditionName())) {" is 150.,141
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionServlet,acceptsAssetRenditionParameters,Long Statement,The length of the statement "return !assetRenditionParameters.getParameters().stream().parallel().anyMatch(assetRenditionParameter -> !allowedParameters.contains(assetRenditionParameter));" is 159.,151
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionDispatchersImpl,isValidAssetRenditionName,Long Statement,The length of the statement "final Optional<AssetRenditionDispatcher> found=getAssetRenditionDispatchers().stream().filter(dispatcher -> dispatcher.getRenditionNames().contains(name)).findAny();" is 165.,81
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl,AssetRenditionsImpl,getUrl,Long Statement,The length of the statement "String url=request.getResourceResolver().map(asset.getPath()) + "." + AssetRenditionServlet.SERVLET_EXTENSION+ "/"+ parameters.getRenditionName()+ "/";" is 151.,47
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,setUp,Long Statement,The length of the statement "doReturn(DamUtil.resolveToAsset(ctx.resourceResolver().getResource("/content/dam/test.png"))).when(assetResolver).resolveAsset(ctx.request());" is 142.,47
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,getters_CstorRenditionNameAndDownloadAndOtherParameters,Magic Number,The method contains a magic number: 3,83
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,getters_CstorRenditionNameAndDownloadAndOtherParameters,Magic Number,The method contains a magic number: 2,83
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,getters_FromRequest,Magic Number,The method contains a magic number: 3,96
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParametersTest,getters_FromRequest,Magic Number,The method contains a magic number: 2,96
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Long Statement,The length of the statement "assetRendition=new AssetRendition("/content/dam/test asset.jpg/jcr:content/renditions.cq5dam.web.1.2.png"`123L`"image/jpeg");" is 125.,9
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Long Statement,The length of the statement "assertEquals("/content/dam/test%20asset.jpg/jcr:content/renditions.cq5dam.web.1.2.png"`assetRendition.getBinaryUri().toString());" is 129.,9
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Long Statement,The length of the statement "assetRendition=new AssetRendition("https://smartimaging.scene7.com/is/image/DynamicMediaNA/test (test):Medium"`123L`"image/jpeg");" is 130.,9
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Long Statement,The length of the statement "assertEquals("https://smartimaging.scene7.com/is/image/DynamicMediaNA/test%20(test):Medium"`assetRendition.getBinaryUri().toString());" is 134.,9
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Long Statement,The length of the statement "assetRendition=new AssetRendition("https://smartimaging.scene7.com/is/image/DynamicMediaNA/test (test)?$grayscale$"`123L`"image/jpeg");" is 135.,9
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Long Statement,The length of the statement "assertEquals("https://smartimaging.scene7.com/is/image/DynamicMediaNA/test%20(test)?$grayscale$"`assetRendition.getBinaryUri().toString());" is 139.,9
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Magic Number,The method contains a magic number: 123L,9
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Magic Number,The method contains a magic number: 123L,9
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Magic Number,The method contains a magic number: 123L,9
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Magic Number,The method contains a magic number: 123L,9
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Magic Number,The method contains a magic number: 123L,9
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Magic Number,The method contains a magic number: 123L,9
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getBinaryUri,Magic Number,The method contains a magic number: 123L,9
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getSize,Magic Number,The method contains a magic number: 123L,34
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getSize,Magic Number,The method contains a magic number: 123,34
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionTest,getMimeType,Magic Number,The method contains a magic number: 123L,40
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,AssetRenditionParameters,Long Statement,The length of the statement "throw new IllegalArgumentException(String.format("Request resource [ %s ] cannot be resolved to an Asset"`request.getResource().getPath()));" is 140.,57
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,AssetRenditionParameters,Long Statement,The length of the statement "throw new IllegalArgumentException(String.format("Request must at least 2 suffix segments` found [ %d ]"`segments.length));" is 123.,57
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions,AssetRenditionParameters,AssetRenditionParameters,Magic Number,The method contains a magic number: 2,57
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,isAndGetRedirect_WithSetStatus301,Magic Number,The method contains a magic number: 301,58
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,isAndGetRedirect_WithSetStatus302,Magic Number,The method contains a magic number: 302,68
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,getByteArrayOutputStream,Magic Number,The method contains a magic number: 100,78
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,getStatusCode_WithSetStatus,Magic Number,The method contains a magic number: 200,87
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,getStatusCode_WithSetStatus,Magic Number,The method contains a magic number: 200,87
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,getStatusCode_WithSendError,Magic Number,The method contains a magic number: 404,95
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,getStatusCode_WithSendError,Magic Number,The method contains a magic number: 404,95
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,getStatusCode_WithSendErrorWithMessage,Magic Number,The method contains a magic number: 404,103
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadResponseTest,getStatusCode_WithSendErrorWithMessage,Magic Number,The method contains a magic number: 404,103
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,setUp,Long Statement,The length of the statement "ctx.load().binaryFile(getClass().getResourceAsStream("AssetRenditionsDownloadServletTest__original.png")`"/content/dam/test.png/jcr:content/renditions/original");" is 162.,79
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,setUp,Long Statement,The length of the statement "ctx.registerInjectActivateService(new StaticRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put(Constants.SERVICE_RANKING`0).put("label"`"Test AssetRenditionDispatcher").put("name"`"test").put("types"`new String[]{"image"`"video"}).put("rendition.mappings"`new String[]{"test=original"}).build());" is 313.,79
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,doPost,Long Statement,The length of the statement "final byte[] expectedOutputStream=IOUtils.toByteArray(this.getClass().getResourceAsStream("AssetRenditionsDownloadServletTest__original.png"));" is 143.,133
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,doPost,Magic Number,The method contains a magic number: 334,133
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,doPost_EmptyRenditionName,Magic Number,The method contains a magic number: 253,158
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServletTest,doPost_InvalidAssetPath,Magic Number,The method contains a magic number: 253,175
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,setUp,Long Statement,The length of the statement "ctx.load().binaryFile(getClass().getResourceAsStream("AssetRenditionsZipperImplTest__original.png")`"/content/dam/test.png/jcr:content/renditions/original");" is 157.,59
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,setUp,Long Statement,The length of the statement "ctx.registerInjectActivateService(new StaticRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put(Constants.SERVICE_RANKING`0).put("label"`"Test AssetRenditionDispatcher").put("name"`"test").put("types"`new String[]{"image"`"video"}).put("rendition.mappings"`new String[]{"test=original"}).build());" is 313.,59
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,accepts,Long Statement,The length of the statement "ctx.request().setQueryString(AssetRenditionsDownloadOrchestrator.REQUEST_PARAMETER_NAME + "=" + AssetRenditionsZipperImpl.NAME);" is 128.,103
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,checkForMaxSize_Under,Magic Number,The method contains a magic number: 10000,149
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,checkForMaxSize_Under,Magic Number,The method contains a magic number: 200,149
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,checkForMaxSize_Over,Magic Number,The method contains a magic number: 10000,162
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,checkForMaxSize_Over,Magic Number,The method contains a magic number: 10000,162
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,checkForMaxSize_Over,Magic Number,The method contains a magic number: 1024,162
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,checkForMaxSize_Over,Magic Number,The method contains a magic number: 100,162
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,getZipEntryName,Long Statement,The length of the statement "ctx.registerInjectActivateService(new AssetRenditionsZipperImpl()`"rendition.filename.expression"`AssetRenditionsZipperImpl.VAR_ASSET_NAME + "__" + AssetRenditionsZipperImpl.VAR_RENDITION_NAME+ "."+ AssetRenditionsZipperImpl.VAR_ASSET_EXTENSION);" is 246.,175
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,getZipEntryName,Long Statement,The length of the statement "AssetModel asset=modelFactory.getModelFromWrappedRequest(ctx.request()`ctx.resourceResolver().getResource("/content/dam/test.png")`AssetModel.class);" is 149.,175
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,getZipEntryName_GenerateUniqueZipFileNameEntry,Long Statement,The length of the statement "ctx.registerInjectActivateService(new AssetRenditionsZipperImpl()`"rendition.filename.expression"`AssetRenditionsZipperImpl.VAR_ASSET_NAME + "__" + AssetRenditionsZipperImpl.VAR_RENDITION_NAME+ "."+ AssetRenditionsZipperImpl.VAR_ASSET_EXTENSION);" is 246.,192
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,getZipEntryName_GenerateUniqueZipFileNameEntry,Long Statement,The length of the statement "AssetModel asset=modelFactory.getModelFromWrappedRequest(ctx.request()`ctx.resourceResolver().getResource("/content/dam/test.png")`AssetModel.class);" is 149.,192
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,pack,Long Statement,The length of the statement "final byte[] expectedOutputStream=IOUtils.toByteArray(this.getClass().getResourceAsStream("AssetRenditionsZipperImplTest__original.png"));" is 138.,212
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,pack,Long Statement,The length of the statement "AssetModel asset=modelFactory.getModelFromWrappedRequest(ctx.request()`ctx.resourceResolver().getResource("/content/dam/test.png")`AssetModel.class);" is 149.,212
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImplTest,pack,Magic Number,The method contains a magic number: 334,212
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequestTest,getAttribute,Long Statement,The length of the statement "final SlingHttpServletRequest request=new AssetRenditionDownloadRequest(ctx.request()`"GET"`resource`new String[]{}`"html"`"/my/suffix");" is 137.,46
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequestTest,getResource,Long Statement,The length of the statement "final SlingHttpServletRequest request=new AssetRenditionDownloadRequest(ctx.request()`"GET"`expected`new String[]{}`"html"`"/my/suffix");" is 137.,64
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequestTest,getMethod,Long Statement,The length of the statement "final SlingHttpServletRequest request=new AssetRenditionDownloadRequest(ctx.request()`expected`resource`new String[]{}`"html"`"/my/suffix");" is 140.,81
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequestTest,getRequestPathInfo,Long Statement,The length of the statement "final SlingHttpServletRequest request=new AssetRenditionDownloadRequest(ctx.request()`"GET"`resource`expectedSelectors`expectedExtension`expectedSuffix);" is 153.,98
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,execute,Complex Method,Cyclomatic complexity of the method is 8,85
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,execute,Long Statement,The length of the statement "final String filename=StringUtils.defaultIfBlank(getFileName(request.getResource().getValueMap())`DEFAULT_FILE_ATTACHMENT_NAME);" is 128.,85
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,getZipEntryName,Long Parameter List,The method has 5 parameters. ,174
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsZipperImpl,getZipEntryName,Long Statement,The length of the statement "String zipEntryName=StringUtils.replaceEach(cfg.rendition_filename_expression()`variables.keySet().toArray(new String[variables.keySet().size()])`variables.values().toArray(new String[variables.values().size()]));" is 213.,174
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServlet,doPost,Long Statement,The length of the statement "final List<String> renditionNames=actionHelper.getAllowedValuesFromQueryParameter(request`REQ_KEY_RENDITION_NAMES`request.getResource().getValueMap().get(PN_ALLOWED_RENDITION_NAMES`new String[]{}));" is 198.,93
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServlet,getAssetRenditionsDownloadOrchestratorId,Long Identifier,The length of the field PN_ASSET_RENDITIONS_DOWNLOAD_ORCHESTRATOR is 41.,118
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServlet,getAssetRenditionsDownloadOrchestratorId,Long Identifier,The length of the field DEFAULT_ASSET_RENDITIONS_DOWNLOAD_ORCHESTRATOR is 46.,118
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServlet,getAssetRenditionsDownloadOrchestratorId,Long Statement,The length of the statement "return request.getResource().getValueMap().get(PN_ASSET_RENDITIONS_DOWNLOAD_ORCHESTRATOR`DEFAULT_ASSET_RENDITIONS_DOWNLOAD_ORCHESTRATOR);" is 137.,118
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServlet,getAssetRenditionsDownloadOrchestrator,Long Identifier,The length of the field assetRenditionsDownloadOrchestrators is 36.,122
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServlet,bindAssetRenditionsDownloadOrchestrator,Long Identifier,The length of the field assetRenditionsDownloadOrchestrators is 36.,126
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionsDownloadServlet,unbindAssetRenditionsDownloadOrchestrator,Long Identifier,The length of the field assetRenditionsDownloadOrchestrators is 36.,133
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequest,AssetRenditionDownloadRequest,Long Parameter List,The method has 6 parameters. ,48
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequest,getWrappedRequestPathInfo,Long Statement,The length of the statement "final RequestPathInfoWrapper requestPathInfoWrapper=RequestPathInfoWrapper.createRequestPathInfoWrapper(requestPathInfo`requestPathInfoOverrides`resource);" is 155.,121
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionDownloadRequest,getWrappedRequestPathInfo,Long Statement,The length of the statement "RequestPathInfo wrappedRequestInfo=(RequestPathInfo)Proxy.newProxyInstance(AssetRenditionDownloadRequest.WrappedRequestPathInfoWrapper.class.getClassLoader()`new Class[]{RequestPathInfo.class`AssetRenditionDownloadRequest.WrappedRequestPathInfoWrapper.class}`requestPathInfoWrapper);" is 283.,121
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionStreamerImpl,getAssetRendition,Long Identifier,The length of the identifier assetRenditionDownloadResponse is 30.,67
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionStreamerImpl,getAssetRendition,Long Statement,The length of the statement "throw new AssetRenditionsException(String.format("Response of [ %s ] from dispatched response is unacceptable. Unable to stream [ %s ]."`assetRenditionDownloadResponse.getStatusCode()`asset.getPath()));" is 202.,67
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionStreamerImpl,getAssetRendition,Long Statement,The length of the statement "return new StreamImpl(assetRenditionDownloadResponse.getByteArrayOutputStream()`assetRenditionDownloadResponse.getContentType());" is 129.,67
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.impl,AssetRenditionStreamerImpl,getAssetRendition,Long Statement,The length of the statement "throw new AssetRenditionsException(String.format("Unable to fetch internal Asset Rendition output stream for [ %s @ %s ]"`asset.getPath()`renditionName));" is 154.,67
