Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,NamedRenditionDownloadTargetProcessor,processTarget,Long Statement,The length of the statement "downloadFileParameters.put(PARAM_ARCHIVE_PATH`downloadArchiveNamer.getArchiveFilePath(assetModel`AssetRendition.UNAVAILABLE_ASSET_RENDITION`target));" is 149.,80
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,NamedRenditionDownloadTargetProcessor,processTarget,Long Statement,The length of the statement "downloadFiles.add(apiFactory.createDownloadFile(Optional.of(0L)`URI.create("failed://to.resolve.asset.rendition.combination")`downloadFileParameters));" is 151.,80
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,NamedRenditionDownloadTargetProcessor,processTarget,Long Statement,The length of the statement "log.debug("Unable to obtain AssetRendition details for [ {} ] from AssetDispatcher [ {} ]"`assetModel.getPath()`assetRenditionDispatcher.getClass().getName());" is 159.,80
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,NamedRenditionDownloadTargetProcessor,processTarget,Long Statement,The length of the statement "log.debug("assetRenditionDispatcher [ {} ] does not accept AssetModel [ {} ] and renditionName [ {} ]"`assetRenditionDispatcher.getClass().getName()`assetModel.getPath()`renditionName);" is 185.,80
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServlet,doPost,Long Identifier,The length of the field PN_BASE_ARCHIVE_NAME_EXPRESSION is 31.,102
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServlet,doPost,Long Statement,The length of the statement "final Collection<String> renditionNames=actionHelper.getAllowedValuesFromQueryParameter(request`REQ_KEY_RENDITION_NAMES`request.getResource().getValueMap().get(PN_ALLOWED_RENDITION_NAMES`new String[]{}));" is 204.,102
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServlet,doPost,Long Statement,The length of the statement "final String archiveName=evaluateArchiveName(componentProperties.get(PN_BASE_ARCHIVE_NAME_EXPRESSION`"Assets")`getZonedNowDateTime(ZonedDateTime.now(ZoneId.of("UTC"))`request.getParameter(REQ_KEY_TIME_ZONE))`assetModels`renditionNames);" is 236.,102
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServlet,doPost,Long Statement,The length of the statement "log.debug("Requested assets to download: [ {} ]"`StringUtils.join(assetModels.stream().map(AssetModel::getPath).toArray()`"` "));" is 129.,102
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServlet,doPost,Long Statement,The length of the statement "addToDownloadManifest(assetModel`renditionNames`manifest`request.getResource()`archiveName`groupRenditionsByAssetFolder);" is 121.,102
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServlet,addToDownloadManifest,Long Identifier,The length of the field PARAM_RENDITION_BY_ASSET_FOLDER is 31.,152
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServlet,addToDownloadManifest,Long Parameter List,The method has 6 parameters. ,152
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServlet,addToDownloadManifest,Long Statement,The length of the statement "log.debug("Rendition [ {} ] parameter: [ {} ] -> [ {} ]"`renditionName`renditionParameter.getKey()`renditionParameter.getValue());" is 130.,152
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServlet,addToDownloadManifest,Long Statement,The length of the statement "final DownloadTarget downloadTarget=apiFactory.createDownloadTarget(NamedRenditionDownloadTargetProcessor.TARGET_TYPE`renditionParameters);" is 139.,152
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,ExpressionDownloadArchiveNamer,getArchiveFilePath,Long Statement,The length of the statement "final Resource downloadComponentResource=resourceResolver.getResource(downloadTarget.getParameter(DownloadTargetParameters.DOWNLOAD_COMPONENT_PATH.toString()`String.class));" is 173.,56
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,ExpressionDownloadArchiveNamer,getArchiveFilePath,Long Statement,The length of the statement "final String expression=downloadComponentResource.getValueMap().get(DownloadImpl.PN_ARCHIVE_FILE_NAME_EXPRESSION`DownloadImpl.DEFAULT_ARCHIVE_FILE_NAME_EXPRESSION);" is 164.,56
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,ExpressionDownloadArchiveNamer,getArchiveFilePath,Long Statement,The length of the statement "return assetRenditions.evaluateExpression(assetModel`renditionName`expression) + StringUtils.defaultIfBlank(extension`"");" is 122.,56
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,PlaceholderDownloadEntry,PlaceholderDownloadEntry,Magic Number,The method contains a magic number: 2,21
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,PlaceholderDownloadEntry,getTotalSize,Magic Number,The method contains a magic number: 314159265L,59
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,PlaceholderDownloadEntry,getProgress,Magic Number,The method contains a magic number: 83,78
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,PlaceholderDownloadEntry,getProgress,Magic Number,The method contains a magic number: 100,78
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,PlaceholderDownloadEntry,getStarted,Magic Number,The method contains a magic number: 10,105
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,PlaceholderDownloadEntry,getURI,Long Statement,The length of the statement "return URI.create(String.format("/content/dam.downloadbinaries.json?downloadId=%s&artifactId=%s"`String.valueOf(id)`getId())).toString();" is 137.,120
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,DownloadsImpl,getDownloads,Complex Conditional,The conditional expression StringUtils.isBlank(request.getRequestPathInfo().getSelectorString()) && (WCMMode.EDIT.equals(WCMMode.fromRequest(request)) || WCMMode.PREVIEW.equals(WCMMode.fromRequest(request))) is complex.,66
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,DownloadsImpl,getDownloads,Long Statement,The length of the statement "activeDownloads=StreamSupport.stream(downloadService.getDownloadIds(resourceResolver).spliterator()`false).filter(id -> allowedDownloadIds.contains(id)).map(id -> {" is 164.,66
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,DownloadsImpl,getDownloads,Long Statement,The length of the statement "log.warn("Unable to get async DownloadProgress for downloadId [ {} ] for user [ {} ]"`id`resourceResolver.getUserID()`e);" is 121.,66
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,DownloadsImpl,getDownloads,Long Statement,The length of the statement "if (StringUtils.isBlank(request.getRequestPathInfo().getSelectorString()) && (WCMMode.EDIT.equals(WCMMode.fromRequest(request)) || WCMMode.PREVIEW.equals(WCMMode.fromRequest(request)))) {" is 187.,66
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,DownloadsImpl,getDownloads,Magic Number,The method contains a magic number: 2,66
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,DownloadsImpl,getDownloads,Magic Number,The method contains a magic number: 3,66
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,DownloadsImpl,getDownloads,Magic Number,The method contains a magic number: 4,66
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.downloads.impl,DownloadsImpl,getDownloads,Magic Number,The method contains a magic number: 2,66
